Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Unit_Price,Quantity,Revenue,Profit,Channel,Year,Month_Name,Quarter
Foot Locker,1128299,2021-10-25,West,Arizona,Phoenix,Men's Apparel,53.00,69,365.7,146.28,Online,2021,October,4
Sports Direct,1128299,2021-10-15,Southeast,Georgia,Atlanta,Women's Athletic Footwear,32.00,114,364.8,160.51,Outlet,2021,October,4
Walmart,1185732,2021-10-20,South,Mississippi,Jackson,Men's Athletic Footwear,25.00,145,362.5,163.13,Online,2021,October,4
Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Men's Apparel,36.00,100,360,162.00,Online,2021,October,4
West Gear,1185732,2021-10-08,Midwest,Iowa,Des Moines,Women's Apparel,49.00,73,357.7,189.58,Online,2021,October,4
West Gear,1128299,2021-10-26,West,Oregon,Portland,Women's Athletic Footwear,44.00,81,356.4,171.07,Online,2021,October,4
West Gear,1185732,2021-10-13,West,Utah,Salt Lake City,Women's Apparel,25.00,140,350,189.00,Outlet,2021,October,4
Amazon,1185732,2021-10-17,Northeast,Massachusetts,Boston,Women's Apparel,51.00,68,346.8,121.38,Outlet,2021,October,4
West Gear,1197831,2021-10-23,South,Oklahoma,Oklahoma City,Men's Street Footwear,20.00,173,346,162.62,Outlet,2021,October,4
West Gear,1128299,2021-10-26,West,Oregon,Portland,Men's Street Footwear,29.00,119,345.1,134.59,Outlet,2021,October,4
Foot Locker,1128299,2021-10-25,West,Arizona,Phoenix,Women's Street Footwear,31.00,111,344.1,127.32,Outlet,2021,October,4
Amazon,1185732,2021-10-24,Southeast,Kentucky,Louisville,Men's Athletic Footwear,41.00,83,340.3,170.15,Online,2021,October,4
Amazon,1185732,2021-10-14,Northeast,Vermont,Burlington,Men's Apparel,66.00,51,336.6,161.57,Online,2021,October,4
Foot Locker,1185732,2021-10-20,Midwest,Missouri,St. Louis,Women's Apparel,38.00,88,334.4,214.02,Online,2021,October,4
Foot Locker,1128299,2021-10-26,Southeast,Virginia,Richmond,Men's Street Footwear,28.00,119,333.2,133.28,Outlet,2021,October,4
West Gear,1185732,2021-10-13,West,Utah,Salt Lake City,Women's Apparel,32.00,104,332.8,206.34,Online,2021,October,4
Foot Locker,1185732,2021-10-21,Northeast,New Hampshire,Manchester,Men's Apparel,71.00,46,326.6,140.44,Online,2021,October,4
Foot Locker,1128299,2021-10-25,West,Arizona,Phoenix,Women's Athletic Footwear,32.00,102,326.4,127.30,Outlet,2021,October,4
Amazon,1185732,2021-10-13,Midwest,Ohio,Columbus,Women's Athletic Footwear,29.00,112,324.8,165.65,Online,2021,October,4
Sports Direct,1197831,2021-10-03,South,Alabama,Birmingham,Men's Athletic Footwear,19.00,169,321.1,195.87,Online,2021,October,4
Amazon,1185732,2021-10-14,Northeast,Vermont,Burlington,Men's Apparel,55.00,58,319,118.03,Outlet,2021,October,4
Amazon,1185732,2021-10-21,Northeast,Maine,Portland,Men's Athletic Footwear,54.00,59,318.6,156.11,Online,2021,October,4
Amazon,1185732,2021-10-14,Northeast,Vermont,Burlington,Women's Street Footwear,59.00,54,318.6,159.30,Online,2021,October,4
Foot Locker,1185732,2021-10-21,Northeast,New Hampshire,Manchester,Women's Street Footwear,59.00,54,318.6,140.18,Online,2021,October,4
Walmart,1185732,2021-10-20,South,Mississippi,Jackson,Men's Apparel,32.00,98,313.6,156.80,Online,2021,October,4
Foot Locker,1128299,2021-10-26,Southeast,Virginia,Richmond,Women's Athletic Footwear,31.00,101,313.1,115.85,Outlet,2021,October,4
Amazon,1185732,2021-10-24,West,Alaska,Anchorage,Men's Apparel,71.00,44,312.4,109.34,Online,2021,October,4
Foot Locker,1185732,2021-10-24,Northeast,Maryland,Baltimore,Women's Apparel,60.00,52,312,124.80,Online,2021,October,4
Foot Locker,1185732,2021-10-21,Northeast,New Hampshire,Manchester,Women's Street Footwear,52.00,60,312,102.96,Outlet,2021,October,4
Sports Direct,1185732,2021-10-10,Northeast,Rhode Island,Providence,Women's Apparel,47.00,66,310.2,136.49,Outlet,2021,October,4
West Gear,1128299,2021-10-19,South,Louisiana,New Orleans,Men's Street Footwear,25.00,124,310,133.30,Outlet,2021,October,4
Foot Locker,1185732,2021-10-14,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,41.00,75,307.5,129.15,Online,2021,October,4
Sports Direct,1197831,2021-10-06,West,Idaho,Boise,Men's Apparel,25.00,123,307.5,119.93,Outlet,2021,October,4
Sports Direct,1197831,2021-10-02,South,Alabama,Birmingham,Men's Street Footwear,18.00,169,304.2,194.69,Online,2021,October,4
Foot Locker,1185732,2021-10-17,Northeast,Delaware,Wilmington,Men's Apparel,62.00,49,303.8,121.52,Online,2021,October,4
Kohl's,1185732,2021-10-10,Northeast,New Jersey,Newark,Men's Athletic Footwear,48.00,63,302.4,151.20,Online,2021,October,4
West Gear,1197831,2021-10-23,South,Arkansas,Little Rock,Women's Apparel,29.00,104,301.6,159.85,Online,2021,October,4
West Gear,1185732,2021-10-05,Midwest,Wisconsin,Milwaukee,Women's Apparel,46.00,65,299,152.49,Online,2021,October,4
Sports Direct,1185732,2021-10-17,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53.00,56,296.8,133.56,Online,2021,October,4
Foot Locker,1185732,2021-10-21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,62.00,47,291.4,125.30,Online,2021,October,4
Sports Direct,1197831,2021-10-06,West,Idaho,Boise,Men's Apparel,32.00,91,291.2,139.78,Online,2021,October,4
Foot Locker,1185732,2021-10-21,Northeast,New Hampshire,Manchester,Men's Apparel,50.00,58,290,92.80,Outlet,2021,October,4
Amazon,1185732,2021-10-13,Midwest,Ohio,Columbus,Women's Street Footwear,27.00,106,286.2,151.69,Online,2021,October,4
Amazon,1185732,2021-10-15,South,Alabama,Birmingham,Men's Athletic Footwear,38.00,75,285,131.10,Online,2021,October,4
Amazon,1185732,2021-10-14,Northeast,Vermont,Burlington,Women's Athletic Footwear,46.00,61,280.6,103.82,Outlet,2021,October,4
Walmart,1185732,2021-10-20,South,Mississippi,Jackson,Men's Athletic Footwear,17.00,165,280.5,103.79,Outlet,2021,October,4
Sports Direct,1197831,2021-10-03,South,Alabama,Birmingham,Men's Athletic Footwear,14.00,200,280,145.60,Outlet,2021,October,4
Foot Locker,1185732,2021-10-25,South,Texas,Dallas,Men's Athletic Footwear,41.00,68,278.8,131.04,Online,2021,October,4
Sports Direct,1185732,2021-10-24,Northeast,Maryland,Baltimore,Men's Athletic Footwear,48.00,58,278.4,128.06,Online,2021,October,4
Amazon,1185732,2021-10-24,West,Alaska,Anchorage,Women's Street Footwear,59.00,46,271.4,108.56,Online,2021,October,4
Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Men's Apparel,64.00,42,268.8,112.90,Online,2021,October,4
Foot Locker,1185732,2021-10-21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,44.00,61,268.4,85.89,Outlet,2021,October,4
Amazon,1185732,2021-10-15,South,Alabama,Birmingham,Men's Athletic Footwear,30.00,88,264,108.24,Outlet,2021,October,4
West Gear,1197831,2021-10-23,South,Arkansas,Little Rock,Women's Apparel,20.00,132,264,118.80,Outlet,2021,October,4
Amazon,1185732,2021-10-14,Northeast,Vermont,Burlington,Women's Street Footwear,40.00,66,264,97.68,Outlet,2021,October,4
Kohl's,1197831,2021-10-23,South,Oklahoma,Oklahoma City,Women's Apparel,29.00,91,263.9,145.15,Online,2021,October,4
Sports Direct,1197831,2021-10-02,South,Alabama,Birmingham,Men's Street Footwear,14.00,188,263.2,150.02,Outlet,2021,October,4
Sports Direct,1185732,2021-10-11,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36.00,73,262.8,107.75,Online,2021,October,4
Walmart,1185732,2021-10-20,South,Mississippi,Jackson,Men's Apparel,25.00,105,262.5,110.25,Outlet,2021,October,4
Foot Locker,1185732,2021-10-29,Northeast,Pennsylvania,Philadelphia,Women's Apparel,43.00,61,262.3,115.41,Online,2021,October,4
Foot Locker,1185732,2021-10-17,Northeast,Delaware,Wilmington,Women's Street Footwear,50.00,52,260,143.00,Online,2021,October,4
Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Women's Street Footwear,53.00,49,259.7,111.67,Online,2021,October,4
Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Women's Apparel,38.00,68,258.4,134.37,Online,2021,October,4
Foot Locker,1185732,2021-10-10,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38.00,68,258.4,98.19,Outlet,2021,October,4
Foot Locker,1185732,2021-10-10,Northeast,Rhode Island,Providence,Men's Athletic Footwear,46.00,56,257.6,126.22,Online,2021,October,4
West Gear,1185732,2021-10-19,Northeast,West Virginia,Charleston,Men's Athletic Footwear,32.00,80,256,133.12,Online,2021,October,4
Amazon,1185732,2021-10-14,Northeast,Vermont,Burlington,Women's Athletic Footwear,55.00,46,253,121.44,Online,2021,October,4
Foot Locker,1197831,2021-10-16,Midwest,Kansas,Wichita,Women's Apparel,28.00,90,252,120.96,Online,2021,October,4
Sports Direct,1185732,2021-10-17,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37.00,68,251.6,88.06,Outlet,2021,October,4
Amazon,1185732,2021-10-24,West,Alaska,Anchorage,Women's Athletic Footwear,59.00,42,247.8,89.21,Online,2021,October,4
Walmart,1185732,2021-10-20,South,Mississippi,Jackson,Women's Athletic Footwear,23.00,105,241.5,120.75,Online,2021,October,4
West Gear,1185732,2021-10-13,West,Utah,Salt Lake City,Men's Apparel,29.00,83,240.7,120.35,Online,2021,October,4
Foot Locker,1185732,2021-10-08,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32.00,75,240,110.40,Online,2021,October,4
Walmart,1185732,2021-10-20,South,Mississippi,Jackson,Women's Street Footwear,24.00,98,235.2,127.01,Online,2021,October,4
Amazon,1185732,2021-10-25,Northeast,Maine,Portland,Women's Apparel,37.00,63,233.1,118.88,Online,2021,October,4
Foot Locker,1185732,2021-10-25,South,Texas,Dallas,Men's Athletic Footwear,34.00,68,231.2,90.17,Outlet,2021,October,4
Foot Locker,1185732,2021-10-17,Northeast,Delaware,Wilmington,Women's Athletic Footwear,52.00,44,228.8,114.40,Online,2021,October,4
Walmart,1185732,2021-10-20,South,Mississippi,Jackson,Women's Street Footwear,19.00,120,228,107.16,Outlet,2021,October,4
Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Men's Apparel,50.00,45,225,74.25,Outlet,2021,October,4
West Gear,1185732,2021-10-05,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,33.00,68,224.4,107.71,Online,2021,October,4
Walmart,1197831,2021-10-23,South,Arkansas,Little Rock,Men's Apparel,27.00,83,224.1,105.33,Online,2021,October,4
Foot Locker,1185732,2021-10-29,Northeast,Pennsylvania,Philadelphia,Women's Apparel,32.00,70,224,76.16,Outlet,2021,October,4
Kohl's,1197831,2021-10-23,South,Oklahoma,Oklahoma City,Women's Apparel,22.00,101,222.2,104.43,Outlet,2021,October,4
Foot Locker,1185732,2020-10-30,Midwest,Minnesota,Minneapolis,Women's Apparel,34.00,65,221,121.55,Online,2020,October,4
Kohl's,1185732,2021-10-10,Northeast,New Jersey,Newark,Men's Apparel,58.00,38,220.4,90.36,Online,2021,October,4
Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Women's Street Footwear,36.00,61,219.6,81.25,Outlet,2021,October,4
Foot Locker,1185732,2021-10-20,Midwest,Missouri,St. Louis,Men's Athletic Footwear,24.00,91,218.4,109.20,Online,2021,October,4
Walmart,1185732,2021-10-20,South,Mississippi,Jackson,Women's Athletic Footwear,20.00,109,218,98.10,Outlet,2021,October,4
Foot Locker,1185732,2021-10-20,Midwest,Missouri,St. Louis,Men's Apparel,32.00,68,217.6,102.27,Online,2021,October,4
Amazon,1185732,2021-10-24,Southeast,Kentucky,Louisville,Men's Apparel,53.00,41,217.3,106.48,Online,2021,October,4
West Gear,1185732,2021-10-19,Northeast,West Virginia,Charleston,Men's Apparel,41.00,53,217.3,119.52,Online,2021,October,4
Foot Locker,1185732,2020-10-20,Southeast,Florida,Miami,Men's Athletic Footwear,33.00,65,214.5,85.80,Online,2020,October,4
Foot Locker,1185732,2020-10-24,Midwest,Minnesota,Minneapolis,Women's Apparel,32.00,65,208,116.48,Online,2020,October,4
West Gear,1185732,2021-10-12,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.00,65,208,114.40,Online,2021,October,4
Amazon,1185732,2021-10-24,Northeast,Maine,Portland,Men's Apparel,46.00,45,207,80.73,Online,2021,October,4
Foot Locker,1185732,2021-10-14,Midwest,South Dakota,Sioux Falls,Men's Apparel,54.00,38,205.2,96.44,Online,2021,October,4
Amazon,1185732,2021-10-24,Southeast,Kentucky,Louisville,Women's Street Footwear,43.00,47,202.1,109.13,Online,2021,October,4
Foot Locker,1185732,2021-10-26,South,Texas,Dallas,Women's Street Footwear,28.00,72,201.6,84.67,Outlet,2021,October,4
Walmart,1197831,2021-10-23,South,Arkansas,Little Rock,Men's Athletic Footwear,19.00,106,201.4,90.63,Online,2021,October,4
Amazon,1185732,2021-10-18,Northeast,Maine,Portland,Men's Apparel,47.00,42,197.4,76.99,Online,2021,October,4
Foot Locker,1185732,2021-10-28,Northeast,Pennsylvania,Philadelphia,Men's Apparel,54.00,36,194.4,87.48,Online,2021,October,4
Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Women's Athletic Footwear,43.00,45,193.5,69.66,Outlet,2021,October,4
Kohl's,1185732,2021-10-10,Northeast,New Jersey,Newark,Women's Street Footwear,46.00,42,193.2,96.60,Online,2021,October,4
Walmart,1197831,2021-10-23,South,Arkansas,Little Rock,Men's Apparel,21.00,91,191.1,70.71,Outlet,2021,October,4
Amazon,1185732,2021-10-16,South,Alabama,Birmingham,Women's Street Footwear,23.00,83,190.9,80.18,Outlet,2021,October,4
West Gear,1185732,2021-10-13,West,Utah,Salt Lake City,Men's Athletic Footwear,19.00,100,190,95.00,Online,2021,October,4
Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Women's Athletic Footwear,50.00,38,190,76.00,Online,2021,October,4
Foot Locker,1185732,2021-10-26,South,Texas,Dallas,Women's Street Footwear,33.00,56,184.8,94.25,Online,2021,October,4
West Gear,1185732,2021-10-13,West,Utah,Salt Lake City,Men's Athletic Footwear,14.00,132,184.8,73.92,Outlet,2021,October,4
Walmart,1197831,2021-10-23,South,Arkansas,Little Rock,Men's Athletic Footwear,14.00,132,184.8,73.92,Outlet,2021,October,4
Foot Locker,1185732,2021-10-14,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43.00,42,180.6,72.24,Online,2021,October,4
Foot Locker,1185732,2020-10-29,Midwest,Minnesota,Minneapolis,Men's Apparel,41.00,44,180.4,73.96,Online,2020,October,4
Sports Direct,1185732,2021-10-17,Northeast,Massachusetts,Boston,Women's Street Footwear,53.00,34,180.2,63.07,Online,2021,October,4
Amazon,1185732,2021-10-31,Northeast,Maine,Portland,Women's Apparel,36.00,50,180,99.00,Online,2021,October,4
Amazon,1185732,2021-10-27,Northeast,Maine,Portland,Men's Athletic Footwear,39.00,46,179.4,87.91,Online,2021,October,4
Amazon,1185732,2021-10-16,South,Alabama,Birmingham,Women's Street Footwear,28.00,63,176.4,91.73,Online,2021,October,4
Amazon,1185732,2021-10-22,Northeast,Maine,Portland,Women's Street Footwear,29.00,60,174,92.22,Online,2021,October,4
Sports Direct,1185732,2021-10-17,Northeast,Massachusetts,Boston,Men's Apparel,51.00,34,173.4,48.55,Outlet,2021,October,4
Amazon,1185732,2021-10-24,Southeast,Kentucky,Louisville,Women's Athletic Footwear,41.00,42,172.2,89.54,Online,2021,October,4
Foot Locker,1185732,2021-10-28,Northeast,Pennsylvania,Philadelphia,Men's Apparel,42.00,41,172.2,70.60,Outlet,2021,October,4
Amazon,1185732,2021-10-21,Northeast,Maine,Portland,Men's Athletic Footwear,38.00,45,171,80.37,Online,2021,October,4
West Gear,1185732,2021-10-13,West,Utah,Salt Lake City,Men's Apparel,20.00,85,170,66.30,Outlet,2021,October,4
Foot Locker,1185732,2021-10-20,Midwest,Missouri,St. Louis,Women's Street Footwear,23.00,73,167.9,80.59,Online,2021,October,4
Foot Locker,1185732,2020-10-23,Midwest,Minnesota,Minneapolis,Men's Apparel,43.00,39,167.7,75.47,Online,2020,October,4
Sports Direct,1185732,2021-10-17,Northeast,Massachusetts,Boston,Men's Apparel,62.00,27,167.4,58.59,Online,2021,October,4
West Gear,1197831,2021-10-23,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,19.00,88,167.2,76.91,Online,2021,October,4
West Gear,1185732,2021-10-13,West,Utah,Salt Lake City,Women's Street Footwear,19.00,87,165.3,81.00,Online,2021,October,4
Amazon,1185732,2021-10-21,Northeast,Maine,Portland,Men's Apparel,61.00,27,164.7,62.59,Online,2021,October,4
Kohl's,1197831,2021-10-16,Midwest,Kansas,Wichita,Men's Athletic Footwear,19.00,85,161.5,74.29,Online,2021,October,4
Amazon,1185732,2021-10-21,Northeast,Maine,Portland,Women's Street Footwear,52.00,31,161.2,88.66,Online,2021,October,4
Foot Locker,1185732,2021-10-08,Midwest,Iowa,Des Moines,Men's Apparel,42.00,38,159.6,102.14,Online,2021,October,4
Walmart,1197831,2021-10-23,South,Arkansas,Little Rock,Women's Street Footwear,16.00,99,158.4,72.86,Outlet,2021,October,4
West Gear,1197831,2021-10-23,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,14.00,112,156.8,65.86,Outlet,2021,October,4
West Gear,1185732,2021-10-12,Midwest,Indiana,Indianapolis,Men's Apparel,41.00,38,155.8,68.55,Online,2021,October,4
Sports Direct,1185732,2021-10-17,Northeast,Massachusetts,Boston,Women's Street Footwear,41.00,38,155.8,46.74,Outlet,2021,October,4
Foot Locker,1185732,2021-10-14,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43.00,36,154.8,69.66,Online,2021,October,4
Foot Locker,1185732,2021-10-31,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44.00,35,154,73.92,Online,2021,October,4
Sports Direct,1185732,2021-10-11,Midwest,North Dakota,Fargo,Men's Apparel,45.00,34,153,71.91,Online,2021,October,4
Sports Direct,1185732,2021-10-11,Midwest,North Dakota,Fargo,Women's Street Footwear,39.00,39,152.1,66.92,Online,2021,October,4
Foot Locker,1185732,2020-10-21,Southeast,Florida,Miami,Women's Street Footwear,24.00,63,151.2,66.53,Online,2020,October,4
West Gear,1185732,2021-10-19,Northeast,West Virginia,Charleston,Women's Athletic Footwear,32.00,47,150.4,79.71,Online,2021,October,4
West Gear,1197831,2021-10-23,South,Oklahoma,Oklahoma City,Men's Apparel,22.00,68,149.6,56.85,Outlet,2021,October,4
Kohl's,1185732,2021-10-10,Northeast,New Jersey,Newark,Women's Athletic Footwear,48.00,31,148.8,77.38,Online,2021,October,4
Walmart,1197831,2021-10-23,South,Arkansas,Little Rock,Women's Street Footwear,19.00,78,148.2,74.10,Online,2021,October,4
Sports Direct,1185732,2021-10-17,Northeast,Massachusetts,Boston,Women's Athletic Footwear,54.00,27,145.8,55.40,Online,2021,October,4
West Gear,1185732,2021-10-05,Midwest,Wisconsin,Milwaukee,Men's Apparel,44.00,33,145.2,91.48,Online,2021,October,4
West Gear,1185732,2021-10-12,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,33.00,44,145.2,66.79,Online,2021,October,4
West Gear,1185732,2021-10-19,Northeast,West Virginia,Charleston,Women's Street Footwear,33.00,44,145.2,76.96,Online,2021,October,4
West Gear,1197831,2021-10-23,South,Oklahoma,Oklahoma City,Men's Apparel,29.00,50,145,69.60,Online,2021,October,4
Amazon,1185732,2021-10-30,Northeast,Maine,Portland,Men's Apparel,49.00,29,142.1,51.16,Online,2021,October,4
Walmart,1197831,2021-10-23,South,Arkansas,Little Rock,Women's Athletic Footwear,15.00,94,141,63.45,Outlet,2021,October,4
Foot Locker,1185732,2021-10-31,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,32.00,44,140.8,56.32,Outlet,2021,October,4
Amazon,1185732,2021-10-28,Northeast,Maine,Portland,Women's Street Footwear,27.00,52,140.4,77.22,Online,2021,October,4
Foot Locker,1185732,2020-10-27,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25.00,56,140,58.80,Online,2020,October,4
West Gear,1185732,2021-10-13,West,Utah,Salt Lake City,Women's Athletic Footwear,19.00,72,136.8,75.24,Online,2021,October,4
Walmart,1197831,2021-10-23,South,Arkansas,Little Rock,Women's Athletic Footwear,19.00,72,136.8,72.50,Online,2021,October,4
Foot Locker,1185732,2021-10-20,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.00,59,135.7,67.85,Online,2021,October,4
